unix,Date,symbol,Open,High,Low,Close,Volume,Volume USDT,tradecount
1.63E+12,7/18/2021 0:00,BTC/USDT,31520.07,32435,31108.97,31778.56,35923.71619,1140964366,760979
1.63E+12,7/17/2021 0:00,BTC/USDT,31383.86,31955.92,31164.31,31520.07,34012.24213,1072815966,883442
1.63E+12,7/16/2021 0:00,BTC/USDT,31874.49,32249.18,31020,31383.87,48499.86415,1538342712,1067591
1.63E+12,7/15/2021 0:00,BTC/USDT,32820.03,33185.25,31133,31880,51639.57635,1652077965,1099367
1.63E+12,7/14/2021 0:00,BTC/USDT,32729.12,33114.03,31550,32820.02,46777.82348,1515692075,1123129
1.63E+12,7/13/2021 0:00,BTC/USDT,33086.94,33340,32202.25,32729.77,41126.36101,1348583017,956053
1.63E+12,7/12/2021 0:00,BTC/USDT,34259,34678.43,32658.34,33086.63,48181.40376,1620646741,1176847
1.63E+12,7/11/2021 0:00,BTC/USDT,33502.87,34666,33306.47,34258.99,31572.64745,1070033013,952891
1.63E+12,7/10/2021 0:00,BTC/USDT,33815.81,34262,33004.78,33502.87,34761.17547,1171790111,865508
1.63E+12,7/9/2021 0:00,BTC/USDT,32875.71,34100,32261.07,33815.81,47153.9399,1562958239,1236351
1.63E+12,7/8/2021 0:00,BTC/USDT,33862.11,33929.64,32077,32875.71,70136.48032,2304973020,1257892
1.63E+12,7/7/2021 0:00,BTC/USDT,34220.02,35059.09,33777.77,33862.12,53807.52168,1857658028,1041416
1.63E+12,7/6/2021 0:00,BTC/USDT,33690.15,35118.88,33532,34220.01,58210.59635,1991691101,1184687
1.63E+12,7/5/2021 0:00,BTC/USDT,35288.13,35293.78,33125.55,33690.14,64123.87425,2183406257,1109367
1.63E+12,7/4/2021 0:00,BTC/USDT,34669.12,35967.85,34357.15,35286.51,43703.47579,1544458212,1164970
1.63E+12,7/3/2021 0:00,BTC/USDT,33786.54,34945.61,33316.73,34669.13,43044.57864,1478423024,1078278
1.63E+12,7/2/2021 0:00,BTC/USDT,33502.33,33977.04,32699,33786.55,56172.18138,1870193042,1176457
1.63E+12,7/1/2021 0:00,BTC/USDT,35045,35057.57,32711,33504.69,71708.26611,2410809595,1240681
1.63E+12,6/30/2021 0:00,BTC/USDT,35911.72,36100,34017.55,35045,77152.19763,2688939291,1301036
1.62E+12,6/29/2021 0:00,BTC/USDT,34494.89,36600,34225.43,35911.73,90788.79622,3233947792,1673802
1.62E+12,6/28/2021 0:00,BTC/USDT,34702.49,35297.71,33862.72,34494.89,82222.26782,2837122780,1868627
1.62E+12,6/27/2021 0:00,BTC/USDT,32283.65,34749,31973.45,34700.34,96613.24421,3199980158,1799875
1.62E+12,6/26/2021 0:00,BTC/USDT,31576.09,32730,30151,32283.65,107820.3753,3376415452,1814051
1.62E+12,6/25/2021 0:00,BTC/USDT,34663.08,35500,31275,31584.45,116061.1304,3846120543,2094932
1.62E+12,6/24/2021 0:00,BTC/USDT,33675.07,35298,32286.57,34663.09,86625.80426,2925373222,1531230
1.62E+12,6/23/2021 0:00,BTC/USDT,32509.56,34881,31683,33678.07,126966.1006,4282250434,2026228
1.62E+12,6/22/2021 0:00,BTC/USDT,31614.12,33298.78,28805,32509.56,204208.1798,6406159197,3113977
1.62E+12,6/21/2021 0:00,BTC/USDT,35600.17,35750,31251.23,31608.93,168778.8732,5545926078,2688993
1.62E+12,6/20/2021 0:00,BTC/USDT,35483.72,36137.72,33336,35600.16,89878.17085,3124634337,1691871
1.62E+12,6/19/2021 0:00,BTC/USDT,35820.48,36457,34803.52,35483.72,68712.44946,2453817535,1212278
1.62E+12,6/18/2021 0:00,BTC/USDT,38092.97,38202.84,35129.29,35819.84,95228.04294,3507868126,1809253
1.62E+12,6/17/2021 0:00,BTC/USDT,38349,39559.88,37365,38092.97,79541.30712,3065622530,1620210
1.62E+12,6/16/2021 0:00,BTC/USDT,40143.8,40527.14,38116.01,38349.01,87771.97694,3450556042,2134897
1.62E+12,6/15/2021 0:00,BTC/USDT,40516.28,41330,39506.4,40144.04,80679.62284,3247746714,1931890
1.62E+12,6/14/2021 0:00,BTC/USDT,39020.56,41064.05,38730,40516.29,108522.3919,4320307647,2185089
1.62E+12,6/13/2021 0:00,BTC/USDT,35546.12,39380,34757,39020.57,86921.02556,3208991522,1894103
1.62E+12,6/12/2021 0:00,BTC/USDT,37331.98,37463.63,34600.36,35546.11,87717.54999,3132387327,1719650
1.62E+12,6/11/2021 0:00,BTC/USDT,36677.83,37680.4,35936.77,37331.98,78466.0053,2903043643,1727645
1.62E+12,6/10/2021 0:00,BTC/USDT,37388.05,38491,35782,36675.72,109527.2849,4062957162,2231430
1.62E+12,6/9/2021 0:00,BTC/USDT,33380.8,37534.79,32396.82,37388.05,136607.5975,4794741674,2601479
1.62E+12,6/8/2021 0:00,BTC/USDT,33556.96,34068.01,31000,33380.81,123251.189,4030784325,2074885
1.62E+12,6/7/2021 0:00,BTC/USDT,35796.31,36900,33300,33552.79,77574.95257,2755673602,1532260
1.62E+12,6/6/2021 0:00,BTC/USDT,35516.07,36480,35222,35796.31,47650.20664,1711857075,993430
1.62E+12,6/5/2021 0:00,BTC/USDT,36829.15,37925,34800,35513.2,70459.62149,2560547117,1463754
1.62E+12,6/4/2021 0:00,BTC/USDT,39246.78,39289.07,35555.15,36829,91317.79925,3379399755,1926311
1.62E+12,6/3/2021 0:00,BTC/USDT,37568.68,39476,37170,39246.79,75889.10601,2930945326,1949658
1.62E+12,6/2/2021 0:00,BTC/USDT,36694.85,38225,35920,37568.68,67587.3725,2523462576,1530915
1.62E+12,6/1/2021 0:00,BTC/USDT,37253.82,37894.81,35666,36693.09,81234.66377,2973928300,1760417
1.62E+12,5/31/2021 0:00,BTC/USDT,35641.26,37499,34153.84,37253.81,94160.73529,3406047735,1896359
1.62E+12,5/30/2021 0:00,BTC/USDT,34605.15,36488,33379,35641.27,73535.38697,2601994948,1559892
1.62E+12,5/29/2021 0:00,BTC/USDT,35661.79,37338.58,33632.76,34605.15,112663.0927,3949843335,2169643
1.62E+12,5/28/2021 0:00,BTC/USDT,38529.99,38877.83,34684,35663.49,135377.6297,4926260942,2659178
1.62E+12,5/27/2021 0:00,BTC/USDT,39241.92,40411.14,37134.27,38529.98,86547.15879,3361413526,2102182
1.62E+12,5/26/2021 0:00,BTC/USDT,38324.72,40841,37800.44,39241.91,104780.7734,4113717505,2432319
1.62E+12,5/25/2021 0:00,BTC/USDT,38810.99,39791.77,36419.62,38324.72,111996.2284,4253519579,2508310
1.62E+12,5/24/2021 0:00,BTC/USDT,34681.44,39920,34031,38796.29,161630.894,5996773032,3510578
1.62E+12,5/23/2021 0:00,BTC/USDT,37458.51,38270.64,31111.01,34655.25,217136.0466,7431242463,4082004
1.62E+12,5/22/2021 0:00,BTC/USDT,37263.35,38829,35200.62,37449.73,126542.2437,4730567648,2716691
1.62E+12,5/21/2021 0:00,BTC/USDT,40525.39,42200,33488,37252.01,202100.8883,7713346610,3993336
1.62E+12,5/20/2021 0:00,BTC/USDT,36671.23,42451.67,34850,40526.64,203017.5969,8019897067,4269898
1.62E+12,5/19/2021 0:00,BTC/USDT,42849.78,43584.9,30000,36690.09,354347.2432,13477694935,6331062
1.62E+12,5/18/2021 0:00,BTC/USDT,43538.02,45799.29,42250.02,42849.78,116979.8608,5146670283,2561165
1.62E+12,5/17/2021 0:00,BTC/USDT,46426.83,46686,42001,43538.04,166657.1727,7346755532,3216821
1.62E+12,5/16/2021 0:00,BTC/USDT,46762.99,49795.89,43825.39,46431.5,114269.8128,5367497608,2661295
1.62E+12,5/15/2021 0:00,BTC/USDT,49844.16,50700,46555,46762.99,89437.44936,4350775847,2286791
1.62E+12,5/14/2021 0:00,BTC/USDT,49671.92,51483,48799.75,49841.45,80082.20431,4015904915,2095860
1.62E+12,5/13/2021 0:00,BTC/USDT,49537.15,51367.19,46000,49670.97,147332.0021,7303694689,3570506
1.62E+12,5/12/2021 0:00,BTC/USDT,56670.02,58000.01,48600,49631.32,99842.78984,5476115093,2676826
1.62E+12,5/11/2021 0:00,BTC/USDT,55816.14,56862.43,54370,56670.02,64329.54055,3583030655,1911480
1.62E+12,5/10/2021 0:00,BTC/USDT,58240.83,59500,53400,55816.14,89586.34925,5131782640,2575419
1.62E+12,5/9/2021 0:00,BTC/USDT,58866.53,59300,56235.66,58240.84,69806.11991,4043552702,2170139
1.62E+12,5/8/2021 0:00,BTC/USDT,57315.49,59500,56900,58862.05,69709.90603,4079553832,2311378
1.62E+12,5/7/2021 0:00,BTC/USDT,56393.68,58650,55241.63,57314.75,74542.74783,4239374487,2361692
1.62E+12,5/6/2021 0:00,BTC/USDT,57436.11,58360,55200,56393.68,70181.67191,3992289528,2459881
1.62E+12,5/5/2021 0:00,BTC/USDT,53205.05,58069.82,52900,57436.11,77263.92344,4327994296,2378119
1.62E+12,5/4/2021 0:00,BTC/USDT,57169.39,57200,53046.69,53200.01,85324.6259,4705402064,2492629
1.62E+12,5/3/2021 0:00,BTC/USDT,56578.21,58981.44,56435,57169.39,57649.93129,3337604543,2102128
1.62E+12,5/2/2021 0:00,BTC/USDT,57797.35,57911.02,56035.25,56578.21,36812.87886,2089763230,1371638
1.62E+12,5/1/2021 0:00,BTC/USDT,57697.25,58458.07,56956.14,57800.37,42600.35184,2460342955,1743013
1.62E+12,4/30/2021 0:00,BTC/USDT,53555,57963,53013.01,57694.27,68578.91005,3808187373,2267648
1.62E+12,4/29/2021 0:00,BTC/USDT,54846.23,55195.84,52330.94,53555,52486.01946,2823220335,1763676
1.62E+12,4/28/2021 0:00,BTC/USDT,55011.97,56428,53813.16,54846.22,55130.45902,3020242788,1830042
1.62E+12,4/27/2021 0:00,BTC/USDT,54001.38,55460,53222,55011.97,54064.03468,2949719328,1568666
1.62E+12,4/26/2021 0:00,BTC/USDT,49066.76,54356.62,48753.44,54001.39,86310.80212,4555688503,2174544
1.62E+12,4/25/2021 0:00,BTC/USDT,50047.84,50567.91,46930,49066.77,58255.645,2867858315,1475479
1.62E+12,4/24/2021 0:00,BTC/USDT,51110.56,51166.22,48657.14,50047.84,55361.51257,2762081003,1164985
1.62E+12,4/23/2021 0:00,BTC/USDT,51690.95,52131.85,47500,51125.14,132230.7807,6571097317,2888237
1.62E+12,4/22/2021 0:00,BTC/USDT,53787.62,55521.48,50500,51690.96,104656.6313,5594983857,2744621
1.62E+12,4/21/2021 0:00,BTC/USDT,56425,56757.91,53536.02,53787.63,66984.75691,3704549579,2134946
1.62E+12,4/20/2021 0:00,BTC/USDT,55633.14,57076.24,53329.96,56425,72744.48215,4037701392,2148820
1.62E+12,4/19/2021 0:00,BTC/USDT,56150.01,57526.81,54221.58,55633.14,78229.04227,4398619581,2390527
1.62E+12,4/18/2021 0:00,BTC/USDT,60006.67,60499,50931.3,56150.01,124882.1318,6949379727,3444089
1.62E+12,4/17/2021 0:00,BTC/USDT,61334.81,62506.05,59580.91,60006.66,58912.25613,3605701811,2268816
1.62E+12,4/16/2021 0:00,BTC/USDT,63158.74,63520.61,60000,61334.8,91764.13988,5647292670,2639940
1.62E+12,4/15/2021 0:00,BTC/USDT,62959.53,63800,62020,63159.98,51649.70034,3248931738,1938028
1.62E+12,4/14/2021 0:00,BTC/USDT,63575.01,64854,61301,62959.53,82616.34399,5239081228,2645625
1.62E+12,4/13/2021 0:00,BTC/USDT,59860.01,63777.77,59805.15,63575,82848.68875,5154877375,2703735
1.62E+12,4/12/2021 0:00,BTC/USDT,59998.8,61300,59350.59,59860,56375.03712,3393042868,1806298
1.62E+12,4/11/2021 0:00,BTC/USDT,59769.13,60699,59232.52,60002.43,41156.71539,2462032927,1746102
1.62E+12,4/10/2021 0:00,BTC/USDT,58142.55,61500,57900.01,59769.13,69906.42412,4197138552,2470398
1.62E+12,4/9/2021 0:00,BTC/USDT,58077.52,58894.9,57654,58142.54,40831.88491,2378340697,1615962
1.62E+12,4/8/2021 0:00,BTC/USDT,55953.44,58153.31,55700,58077.52,44283.14702,2531779683,1661080
1.62E+12,4/7/2021 0:00,BTC/USDT,57990.03,58655,55473,55953.45,71228.40566,4053294016,2206433
1.62E+12,4/6/2021 0:00,BTC/USDT,59129.99,59495.24,57413.02,57991.15,54201.00073,3166911557,1960513
1.62E+12,4/5/2021 0:00,BTC/USDT,58202.01,59272,56777.77,59129.99,54258.01579,3155214764,2035877
1.62E+12,4/4/2021 0:00,BTC/USDT,57051.95,58492.85,56388,58202.01,41314.08197,2380139011,1499113
1.62E+12,4/3/2021 0:00,BTC/USDT,58950.01,59791.72,56880,57051.94,47409.85211,2783151686,1606805
1.62E+12,4/2/2021 0:00,BTC/USDT,58720.45,60200,58428.57,58950.01,47382.41878,2811159761,1666356
1.62E+12,4/1/2021 0:00,BTC/USDT,58739.46,59490,57935.45,58720.44,47415.61722,2789238880,1594431
1.62E+12,3/31/2021 0:00,BTC/USDT,58746.57,59800,56769,58740.55,60975.54267,3575976084,1928224
1.62E+12,3/30/2021 0:00,BTC/USDT,57635.46,59368,57071.35,58746.57,55122.44312,3221944107,1612744
1.62E+12,3/29/2021 0:00,BTC/USDT,55777.65,58405.82,54800.01,57635.47,67857.9374,3877131110,1983437
1.62E+12,3/28/2021 0:00,BTC/USDT,55817.14,56559.75,54691.84,55777.63,39050.38751,2178777329,1551283
1.62E+12,3/27/2021 0:00,BTC/USDT,55025.59,56700.36,53950,55817.14,50105.47506,2767070176,1528776
1.62E+12,3/26/2021 0:00,BTC/USDT,51293.78,55073.46,51214.6,55025.59,63813.77469,3397036141,1773150
1.62E+12,3/25/2021 0:00,BTC/USDT,52303.66,53287,50427.56,51293.78,87400.53454,4536327185,2099425
1.62E+12,3/24/2021 0:00,BTC/USDT,54342.8,57200,51700,52303.65,83537.46502,4583159614,2401988
1.62E+12,3/23/2021 0:00,BTC/USDT,54083.25,55830.9,53000,54340.89,59789.36543,3264650775,1740349
1.62E+12,3/22/2021 0:00,BTC/USDT,57351.56,58430.73,53650,54083.25,62581.62617,3527479514,1927345
1.62E+12,3/21/2021 0:00,BTC/USDT,58100.02,58589.1,55450.11,57351.56,48564.47027,2774223130,1773546
1.62E+12,3/20/2021 0:00,BTC/USDT,58030.01,59880,57820.17,58102.28,44476.94178,2616535093,1724131
1.62E+12,3/19/2021 0:00,BTC/USDT,57641,59468,56270.74,58030.01,52392.65296,3052711148,1885830
1.62E+12,3/18/2021 0:00,BTC/USDT,58912.97,60129.97,57023,57648.16,66580.40668,3900885761,2040947
1.62E+12,3/17/2021 0:00,BTC/USDT,56900.74,58974.73,54123.69,58912.97,70421.62084,3960992972,2204296
1.62E+12,3/16/2021 0:00,BTC/USDT,55605.2,56938.29,53271.34,56900.75,77986.69436,4304259208,2241208
1.62E+12,3/15/2021 0:00,BTC/USDT,58976.08,60633.43,54600,55605.2,102771.4273,5874241052,2683815
1.62E+12,3/14/2021 0:00,BTC/USDT,61188.38,61724.79,58966.78,58968.31,52601.05275,3176397574,1829769
1.62E+12,3/13/2021 0:00,BTC/USDT,57221.72,61844,56078.23,61188.39,83245.09135,4933383453,2559002
1.62E+12,3/12/2021 0:00,BTC/USDT,57773.15,58081.51,54962.84,57221.72,73405.40605,4162054726,2489931
1.62E+12,3/11/2021 0:00,BTC/USDT,55851.59,58150,54272.82,57773.16,81914.81286,4612366201,2509970
1.62E+12,3/10/2021 0:00,BTC/USDT,54874.67,57387.69,53005,55851.59,84749.23894,4700197563,2647284
1.62E+12,3/9/2021 0:00,BTC/USDT,52375.18,54895,51789.41,54884.5,71656.73708,3861450965,2194398
1.62E+12,3/8/2021 0:00,BTC/USDT,50959.11,52402.78,49274.67,52375.17,66987.35966,3400847931,1999401
1.62E+12,3/7/2021 0:00,BTC/USDT,48882.2,51450.03,48882.2,50971.75,55235.02803,2778875909,1758101
1.61E+12,3/6/2021 0:00,BTC/USDT,48746.81,49200,47070,48882.2,44399.23424,2143910705,1476474
1.61E+12,3/5/2021 0:00,BTC/USDT,48374.09,49448.93,46300,48751.71,78192.49637,3727133105,2054216
1.61E+12,3/4/2021 0:00,BTC/USDT,50349.37,51773.88,47500,48374.09,82649.71683,4079837241,2291936
1.61E+12,3/3/2021 0:00,BTC/USDT,48436.61,52640,48100.71,50349.37,81035.91371,4109521258,2242131
1.61E+12,3/2/2021 0:00,BTC/USDT,49595.76,50200,47047.6,48440.65,64221.06214,3120472070,1855583
1.61E+12,3/1/2021 0:00,BTC/USDT,45134.11,49790,44950.53,49587.03,85086.11165,4057515795,2147223
1.61E+12,2/28/2021 0:00,BTC/USDT,46103.67,46638.46,43000,45135.66,83055.36904,3708359965,1838345
1.61E+12,2/27/2021 0:00,BTC/USDT,46276.88,48394,45000,46106.43,66060.83429,3105897439,1757720
1.61E+12,2/26/2021 0:00,BTC/USDT,47073.73,48424.11,44106.78,46276.87,109423.2007,5086374533,2371766
1.61E+12,2/25/2021 0:00,BTC/USDT,49676.21,52041.73,46674.34,47073.73,83310.67312,4152188728,2305679
1.61E+12,2/24/2021 0:00,BTC/USDT,48891,51374.99,46988.69,49676.2,91881.20925,4574033001,2194532
1.61E+12,2/23/2021 0:00,BTC/USDT,54087.67,54183.59,44892.56,48891,169375.0251,8215839131,3825196
1.61E+12,2/22/2021 0:00,BTC/USDT,57412.35,57508.47,47622,54087.67,134019.4349,7213386720,3313083
1.61E+12,2/21/2021 0:00,BTC/USDT,55841.19,58352.8,55477.59,57408.57,58166.70851,3317998263,1950533
1.61E+12,2/20/2021 0:00,BTC/USDT,55906,57700.46,53863.93,55841.19,80948.20531,4551890860,2642846
1.61E+12,2/19/2021 0:00,BTC/USDT,51552.61,56368,50710.2,55906,79659.77802,4251167828,2339215
1.61E+12,2/18/2021 0:00,BTC/USDT,52117.67,52530,50901.9,51552.6,60758.04695,3149973077,1891592
1.61E+12,2/17/2021 0:00,BTC/USDT,49133.45,52618.74,48947,52119.71,85743.63782,4365831515,2514374
1.61E+12,2/16/2021 0:00,BTC/USDT,47911.1,50689.18,47003.62,49133.45,88813.2663,4349983778,2199849
1.61E+12,2/15/2021 0:00,BTC/USDT,48580.47,49010.92,45570.79,47911.1,79398.15678,3782219061,2313155
1.61E+12,2/14/2021 0:00,BTC/USDT,47156.78,49707.43,47014.17,48577.79,73735.47553,3584808349,2090070
1.61E+12,2/13/2021 0:00,BTC/USDT,47298.15,48150,46202.53,47153.69,63768.0974,3007710147,2058823
1.61E+12,2/12/2021 0:00,BTC/USDT,47968.66,48985.8,46125,47287.6,85870.0357,4080571909,2418841
1.61E+12,2/11/2021 0:00,BTC/USDT,44807.58,48678.9,43994.02,47969.51,89561.08145,4185630934,2570949
1.61E+12,2/10/2021 0:00,BTC/USDT,46420.42,47310,43727,44807.58,97154.1822,4431650130,2891592
1.61E+12,2/9/2021 0:00,BTC/USDT,46374.86,48142.19,44961.09,46420.42,115499.8617,5386255398,3119034
1.61E+12,2/8/2021 0:00,BTC/USDT,38795.69,46794.45,37988.89,46374.87,138597.5369,5881536977,3230961
1.61E+12,2/7/2021 0:00,BTC/USDT,39181.01,39700,37351,38795.69,84363.67976,3256521384,1976357
1.61E+12,2/6/2021 0:00,BTC/USDT,38289.32,40955.51,38215.94,39186.94,98757.31118,3922095149,2291646
1.61E+12,2/5/2021 0:00,BTC/USDT,36936.65,38310.12,36570,38290.24,66681.33428,2509278292,1853253
1.61E+12,2/4/2021 0:00,BTC/USDT,37620.26,38708.27,36161.95,36936.66,92080.7359,3452669022,2211866
1.61E+12,2/3/2021 0:00,BTC/USDT,35472.71,37662.63,35362.38,37618.87,80784.33366,2951232788,1881740
1.61E+12,2/2/2021 0:00,BTC/USDT,33517.09,35984.33,33418,35466.24,78056.65988,2716321896,1789672
1.61E+12,2/1/2021 0:00,BTC/USDT,33092.97,34717.27,32296.16,33526.37,82718.27688,2791776658,1810492
1.61E+12,1/31/2021 0:00,BTC/USDT,34262.89,34342.69,32171.67,33092.98,68742.28038,2289641046,1707064
1.61E+12,1/30/2021 0:00,BTC/USDT,34246.28,34933,32825,34262.88,84889.68134,2884500063,2201040
1.61E+12,1/29/2021 0:00,BTC/USDT,33368.18,38531.9,31915.4,34252.2,231827.0056,8195593336,4403349
1.61E+12,1/28/2021 0:00,BTC/USDT,30362.19,33783.98,29842.1,33364.86,92621.14562,2953553214,2060660
1.61E+12,1/27/2021 0:00,BTC/USDT,32464.01,32557.29,29241.72,30366.15,95911.96171,2958081422,2065953
1.61E+12,1/26/2021 0:00,BTC/USDT,32254.19,32921.88,30837.37,32467.77,84972.20691,2708545364,2010392
1.61E+12,1/25/2021 0:00,BTC/USDT,32259.45,34875,31910,32254.2,88499.22692,2958759289,2106548
1.61E+12,1/24/2021 0:00,BTC/USDT,32078,33071,30900,32259.9,57978.03797,1864609665,1528287
1.61E+12,1/23/2021 0:00,BTC/USDT,32950,33456,31390.16,32078,64595.28768,2089098296,1700056
1.61E+12,1/22/2021 0:00,BTC/USDT,30851.99,33826.53,28850,32945.17,142971.684,4483295872,2707810
1.61E+12,1/21/2021 0:00,BTC/USDT,35468.23,35600,30071,30850.13,131803.1829,4281220574,2820752
1.61E+12,1/20/2021 0:00,BTC/USDT,35901.94,36415.31,33400,35468.23,89368.42292,3126721094,2234539
1.61E+12,1/19/2021 0:00,BTC/USDT,36622.46,37850,35844.06,35891.49,79611.30777,2935348499,1939371
1.61E+12,1/18/2021 0:00,BTC/USDT,35824.99,37469.83,34800,36631.27,70698.11875,2554843261,1707766
1.61E+12,1/17/2021 0:00,BTC/USDT,35994.98,36852.5,33850,35828.61,80157.72738,2843103040,1860642
1.61E+12,1/16/2021 0:00,BTC/USDT,36737.43,37950,35357.8,35994.98,86348.43151,3178840336,2066363
1.61E+12,1/15/2021 0:00,BTC/USDT,39145.21,39747.76,34408,36742.22,118300.9209,4371588899,2560801
1.61E+12,1/14/2021 0:00,BTC/USDT,37371.38,40100,36701.23,39144.5,102950.3894,3974826638,2297466
1.61E+12,1/13/2021 0:00,BTC/USDT,34049.15,37850,32380,37371.38,124477.9149,4322876606,2514289
1.61E+12,1/12/2021 0:00,BTC/USDT,35410.37,36628,32531,34051.24,133948.152,4651302423,2674145
1.61E+12,1/11/2021 0:00,BTC/USDT,38150.02,38264.74,30420,35404.47,249131.5399,8426879771,4431451
1.61E+12,1/10/2021 0:00,BTC/USDT,40088.22,41350,35111.11,38150.02,118209.5445,4604034730,2628050
1.61E+12,1/9/2021 0:00,BTC/USDT,40586.96,41380,38720,40088.22,75785.97968,3054779029,1998156
1.61E+12,1/8/2021 0:00,BTC/USDT,39432.48,41950,36500,40582.81,139789.9575,5568443209,2925632
1.61E+12,1/7/2021 0:00,BTC/USDT,36769.36,40365,36300,39432.28,132825.7004,5062569943,2814686
1.61E+12,1/6/2021 0:00,BTC/USDT,33949.53,36939.21,33288,36769.36,127139.2013,4431954249,2591783
1.61E+12,1/5/2021 0:00,BTC/USDT,31989.75,34360,29900,33949.53,116049.997,3743617145,2526851
1.61E+12,1/4/2021 0:00,BTC/USDT,33000.05,33600,28130,31988.71,140899.8857,4429010350,2642408
1.61E+12,1/3/2021 0:00,BTC/USDT,32176.45,34778.11,31962.99,33000.05,120957.5668,4057598425,2369698
1.61E+12,1/2/2021 0:00,BTC/USDT,29331.7,33300,28946.53,32178.33,129993.8734,4073842164,2245922
1.61E+12,1/1/2021 0:00,BTC/USDT,28923.63,29600,28624.57,29331.69,54182.92501,1582526989,1314910
1.61E+12,12/31/2020 0:00,BTC/USDT,28875.55,29300,27850,28923.63,75508.50515,2173600125,1552793
1.61E+12,12/30/2020 0:00,BTC/USDT,27385,28996,27320,28875.54,95356.05783,2683953237,1916095
1.61E+12,12/29/2020 0:00,BTC/USDT,27079.42,27410,25880,27385,69411.59261,1851617220,1605166
1.61E+12,12/28/2020 0:00,BTC/USDT,26281.54,27500,26101,27079.41,79721.7425,2151806809,1508204
1.61E+12,12/27/2020 0:00,BTC/USDT,26493.4,28422,25700,26281.66,148455.5862,4028928684,2438493
1.61E+12,12/26/2020 0:00,BTC/USDT,24712.47,26867.03,24500,26493.39,97806.51339,2496533065,1735574
1.61E+12,12/25/2020 0:00,BTC/USDT,23728.99,24789.86,23433.6,24712.47,79519.94357,1919766317,1504426
1.61E+12,12/24/2020 0:00,BTC/USDT,23232.39,23794.43,22703.42,23729.2,69013.83425,1602394244,1421257
1.61E+12,12/23/2020 0:00,BTC/USDT,23810.79,24100,22600,23232.76,119047.2597,2797688007,2194611
1.61E+12,12/22/2020 0:00,BTC/USDT,22719.88,23837.1,22353.4,23810.79,87033.12616,2010758620,1496277
1.61E+12,12/21/2020 0:00,BTC/USDT,23455.54,24102.77,21815,22719.71,88030.29724,2035446294,1593949
1.61E+12,12/20/2020 0:00,BTC/USDT,23821.6,24295,23060,23455.52,76690.14569,1810862075,1743225
1.61E+12,12/19/2020 0:00,BTC/USDT,23107.39,24171.47,22750,23821.61,86045.06468,2018969879,1678611
1.61E+12,12/18/2020 0:00,BTC/USDT,22797.15,23285.18,22350,23107.39,79646.13432,1820875361,1613775
1.61E+12,12/17/2020 0:00,BTC/USDT,21335.52,23800,21230,22797.16,184882.4767,4196645567,2795084
1.61E+12,12/16/2020 0:00,BTC/USDT,19426.43,21560,19278.6,21335.52,114306.3356,2325135959,1659135
1.61E+12,12/15/2020 0:00,BTC/USDT,19273.69,19570,19050,19426.43,61834.36601,1196361528,1046423
1.61E+12,12/14/2020 0:00,BTC/USDT,19174.99,19349,19000,19273.14,47257.20129,906101687.7,842382
1.61E+12,12/13/2020 0:00,BTC/USDT,18808.69,19411,18711.12,19174.99,56560.82174,1083520569,938022
1.61E+12,12/12/2020 0:00,BTC/USDT,18036.53,18948.66,18020.7,18808.69,49519.97843,915552835.9,891810
1.61E+12,12/11/2020 0:00,BTC/USDT,18254.81,18292.73,17572.33,18036.53,72610.72426,1301081647,1117810
1.61E+12,12/10/2020 0:00,BTC/USDT,18541.29,18557.32,17911.12,18254.63,52890.67509,966149529,891151
1.61E+12,12/9/2020 0:00,BTC/USDT,18324.11,18639.57,17650,18541.28,79585.5538,1450130664,1302476
1.61E+12,12/8/2020 0:00,BTC/USDT,19166.9,19294.84,18200,18324.11,61626.94761,1160658077,1143181
1.61E+12,12/7/2020 0:00,BTC/USDT,19358.67,19420.91,18902.88,19166.9,41372.29629,793517668.7,840954
1.61E+12,12/6/2020 0:00,BTC/USDT,19147.66,19420,18857,19359.4,37043.09186,709558933.6,820382
1.61E+12,12/5/2020 0:00,BTC/USDT,18650.51,19177,18500,19147.66,42922.74857,813445434.1,932124
1.61E+12,12/4/2020 0:00,BTC/USDT,19422.34,19527,18565.31,18650.52,71283.6682,1358079975,1286657
1.61E+12,12/3/2020 0:00,BTC/USDT,19204.08,19598,18867.2,19421.9,66689.39128,1286548311,1242229
1.61E+12,12/2/2020 0:00,BTC/USDT,18764.96,19342,18330,19204.09,75911.01348,1436895345,1566635
1.61E+12,12/1/2020 0:00,BTC/USDT,19695.87,19888,18001.12,18764.96,127698.7627,2446070335,2023802
1.61E+12,11/30/2020 0:00,BTC/USDT,18185,19863.16,18184.99,19695.87,115463.4669,2205929120,1744149
1.61E+12,11/29/2020 0:00,BTC/USDT,17719.84,18360.05,17517,18184.99,55329.0163,996743798.9,1141289
1.61E+12,11/28/2020 0:00,BTC/USDT,17139.53,17880.49,16865.56,17719.85,64910.69997,1128061605,1209385
1.61E+12,11/27/2020 0:00,BTC/USDT,17149.47,17457.62,16438.08,17139.52,85297.02479,1446670351,1572299
1.61E+12,11/26/2020 0:00,BTC/USDT,18718.83,18915.03,16188,17149.47,181005.2467,3127314143,2770483
1.61E+12,11/25/2020 0:00,BTC/USDT,19160,19484.21,18500.27,18719.11,93266.57689,1774870796,1785408
1.61E+12,11/24/2020 0:00,BTC/USDT,18368.01,19418.97,18018,19160.01,113581.5092,2145301450,2179862
